Animal_ID,Time_AAC_days,Animal_type,Purebreed,Blacklisted_breed,Color,Intake_date,Intake_weekday,Intake_month,Intake_time_of_day,Found_in_Austin,Intake_type,Intake_condition,Sex,Reproductive Condition,Intake_age_years,Date_birth,Outcome _type_DROP,Adopted_DROP,2_Week_Cutoff,1_Month_Cutoff,3_Month_Cutoff
A667948,1,Dog,No,No,Multi,10/18/2014,Saturday,October,Afternoon,Yes,Stray,Normal,Female,Fixed,1.06,9/25/2013,Adoption,Yes,1,1,1
A712337,87,Dog,No,No,Multi,11/15/2015,Sunday,November,Morning,Yes,Stray,Normal,Male,Fixed,2.15,9/21/2013,Transfer,No,0,0,1
A713437,,Dog,No,No,Multi,12/23/2015,Wednesday,December,Afternoon,No,Owner Surrender,Normal,Female,Fixed,1.21,10/6/2014,Adoption,Yes,1,1,1
A737137,72,Dog,No,Yes,Multi,10/22/2016,Saturday,October,Afternoon,Yes,Stray,Normal,Female,Fixed,3,10/22/2013,Adoption,Yes,0,0,1
A691053,39,Dog,No,No,Multi,10/29/2014,Wednesday,October,Afternoon,No,Stray,Normal,Male,Intact,1,10/29/2013,Adoption,Yes,0,0,1
A722233,4,Dog,No,No,Multi,3/20/2016,Sunday,March,Morning,Yes,Owner Surrender,Normal,Female,Fixed,1.02,3/13/2015,Adoption,Yes,1,1,1
A736839,36,Dog,Yes,No,Multi,11/18/2016,Friday,November,Afternoon,No,Owner Surrender,Normal,Female,Fixed,6.09,10/18/2010,Adoption,Yes,0,0,1
A741204,12,Dog,No,Yes,Multi,5/17/2017,Wednesday,May,Morning,No,Stray,Normal,Female,Intact,2.38,12/29/2014,Adoption,Yes,1,1,1
A746816,1,Dog,No,No,Beige,4/16/2017,Sunday,April,Afternoon,Yes,Owner Surrender,Normal,Female,Fixed,0.52,10/9/2016,Adoption,Yes,1,1,1
A647098,13,Dog,No,No,Multi,1/31/2015,Saturday,January,Morning,Yes,Owner Surrender,Normal,Male,Fixed,4,1/31/2011,Euthanasia,No,1,1,1
A760749,100,Dog,Yes,Yes,Multi,10/23/2017,Monday,October,Morning,Yes,Owner Surrender,Normal,Male,Fixed,2,10/23/2015,Adoption,Yes,0,0,0
A703649,,Dog,No,Yes,Multi,2/19/2016,Friday,February,Afternoon,No,Owner Surrender,Normal,Female,Fixed,3.73,5/27/2012,Adoption,Yes,1,1,1
A715583,,Dog,No,No,Multi,2/16/2017,Thursday,February,Morning,Yes,Owner Surrender,Normal,Female,Fixed,7.28,11/6/2009,Adoption,Yes,1,1,1
A729204,69,Dog,No,No,Multi,12/22/2016,Thursday,December,Afternoon,Yes,Owner Surrender,Normal,Female,Fixed,1.27,9/14/2015,Transfer,No,0,0,1
A702643,5,Dog,No,No,Yellow,5/16/2015,Saturday,May,Afternoon,Yes,Stray,Normal,Male,Intact,4,5/16/2011,Adoption,Yes,1,1,1
A698449,9,Dog,No,No,Multi,3/11/2015,Wednesday,March,Afternoon,Yes,Stray,Normal,Male,Intact,0.83,5/11/2014,Adoption,Yes,1,1,1
A688408,,Dog,No,No,Black,12/22/2014,Monday,December,Afternoon,Yes,Owner Surrender,Normal,Female,Fixed,5.26,9/19/2009,Adoption,Yes,1,1,1
A744407,,Dog,No,Yes,Multi,4/28/2017,Friday,April,Morning,Yes,Stray,Normal,Male,Fixed,4.22,2/7/2013,Adoption,Yes,1,1,1
A711535,1,Dog,No,Yes,Multi,9/24/2015,Thursday,September,Afternoon,Yes,Owner Surrender,Normal,Female,Fixed,1.04,9/8/2014,Adoption,Yes,1,1,1
A680341,0,Dog,No,No,Multi,10/19/2014,Sunday,October,Afternoon,Yes,Owner Surrender,Normal,Female,Fixed,6.39,6/1/2008,Adoption,Yes,1,1,1
A718606,30,Dog,No,No,Multi,10/29/2016,Saturday,October,Morning,Yes,Stray,Normal,Female,Fixed,2.82,1/2/2014,Adoption,Yes,0,1,1
A654782,4,Dog,No,No,Multi,10/5/2013,Saturday,October,Morning,Yes,Owner Surrender,Normal,Female,Fixed,0.95,10/25/2012,Adoption,Yes,1,1,1
A688610,520,Dog,No,No,Multi,9/21/2014,Sunday,September,Morning,Yes,Stray,Normal,Female,Intact,1,9/21/2013,Adoption,Yes,0,0,0
A656444,38,Dog,No,No,Multi,11/23/2013,Saturday,November,Morning,Yes,Owner Surrender,Normal,Female,Fixed,1.11,10/14/2012,Adoption,Yes,0,0,1
A733311,38,Dog,No,Yes,Multi,4/21/2017,Friday,April,Afternoon,Yes,Owner Surrender,Normal,Female,Fixed,1.67,8/20/2015,Adoption,Yes,0,0,1
A706199,114,Dog,No,Yes,Multi,6/26/2015,Friday,June,Morning,Yes,Stray,Normal,Male,Intact,5,6/26/2010,Adoption,Yes,0,0,0
A613650,42,Dog,No,Yes,Multi,9/1/2015,Tuesday,September,Afternoon,Yes,Owner Surrender,Normal,Female,Fixed,5.82,11/7/2009,Adoption,Yes,0,0,1
A722614,,Dog,No,No,Multi,3/28/2016,Monday,March,Afternoon,Yes,Owner Surrender,Normal,Female,Fixed,7,3/29/2009,Adoption,Yes,1,1,1
A711480,1,Dog,No,Yes,Beige,9/20/2015,Sunday,September,Afternoon,Yes,Owner Surrender,Normal,Female,Fixed,0.21,7/6/2015,Transfer,No,1,1,1
A731003,36,Dog,No,Yes,Multi,7/14/2016,Thursday,July,Afternoon,Yes,Stray,Normal,Female,Intact,0.33,3/14/2016,Adoption,Yes,0,0,1
A758766,14,Dog,No,No,Multi,9/21/2017,Thursday,September,Afternoon,Yes,Stray,Normal,Female,Intact,1,9/21/2016,Transfer,No,1,1,1
A691194,4,Dog,No,No,Brown,10/31/2014,Friday,October,Morning,Yes,Stray,Normal,Male,Intact,1,10/31/2013,Adoption,Yes,1,1,1
A700681,4,Dog,No,Yes,Multi,4/17/2015,Friday,April,Afternoon,No,Stray,Normal,Female,Fixed,0.41,11/17/2014,Adoption,Yes,1,1,1
A756790,66,Dog,Yes,No,Black,9/6/2017,Wednesday,September,Afternoon,Yes,Stray,Normal,Female,Intact,1.03,8/25/2016,Adoption,Yes,0,0,1
A612961,,Dog,No,Yes,Multi,7/6/2014,Sunday,July,Morning,Yes,Owner Surrender,Normal,Female,Fixed,3.11,5/28/2011,Adoption,Yes,1,1,1
A732676,9,Dog,No,No,Multi,7/20/2017,Thursday,July,Afternoon,Yes,Stray,Normal,Female,Fixed,1.94,8/11/2015,Adoption,Yes,1,1,1
A683938,6,Dog,No,No,Multi,7/17/2014,Thursday,July,Morning,Yes,Stray,Normal,Male,Intact,1,7/17/2013,Adoption,Yes,1,1,1
A570182,,Dog,No,No,Multi,8/2/2014,Saturday,August,Morning,Yes,Owner Surrender,Normal,Female,Fixed,5.33,4/4/2009,Adoption,Yes,1,1,1
A438287,5,Dog,No,No,Beige,1/8/2018,Monday,January,Morning,Yes,Owner Surrender,Normal,Female,Fixed,14.01,1/10/2004,Adoption,Yes,1,1,1
A740804,115,Dog,No,No,Multi,12/23/2016,Friday,December,Morning,Yes,Public Assist,Normal,Male,Fixed,3,12/23/2013,Transfer,No,0,0,0
A613161,4,Dog,No,Yes,Multi,6/25/2014,Wednesday,June,Afternoon,Yes,Owner Surrender,Normal,Female,Fixed,3.03,6/16/2011,Adoption,Yes,1,1,1
A747524,6,Dog,No,No,Multi,6/12/2017,Monday,June,Morning,Yes,Owner Surrender,Normal,Female,Fixed,1.65,10/20/2015,Adoption,Yes,1,1,1
A672021,42,Dog,No,No,Multi,2/2/2014,Sunday,February,Afternoon,Yes,Stray,Normal,Male,Intact,2,2/2/2012,Transfer,No,0,0,1
A720611,4,Dog,No,No,Multi,2/12/2016,Friday,February,Afternoon,Yes,Stray,Normal,Male,Intact,0.08,1/12/2016,Adoption,Yes,1,1,1
A697851,,Dog,No,Yes,Multi,9/17/2015,Thursday,September,Morning,Yes,Owner Surrender,Normal,Female,Fixed,10.55,3/2/2005,Adoption,Yes,1,1,1
A711779,6,Dog,No,No,Multi,9/12/2015,Saturday,September,Morning,Yes,Stray,Normal,Female,Intact,1,9/12/2014,Adoption,Yes,1,1,1
A681602,104,Dog,No,No,Multi,9/17/2014,Wednesday,September,Morning,Yes,Stray,Normal,Female,Fixed,2.75,12/18/2011,Transfer,No,0,0,0
A750025,4,Dog,No,No,Beige,5/22/2017,Monday,May,Afternoon,Yes,Stray,Normal,Male,Intact,0.21,3/7/2017,Adoption,Yes,1,1,1
A759582,6,Dog,No,No,Multi,1/29/2018,Monday,January,Morning,No,Owner Surrender,Normal,Female,Fixed,0.7,5/20/2017,Adoption,Yes,1,1,1
A702372,,Dog,No,Yes,Multi,3/30/2016,Wednesday,March,Morning,No,Stray,Normal,Male,Fixed,1.88,5/12/2014,Transfer,No,1,1,1
A702701,15,Dog,No,No,Multi,5/16/2015,Saturday,May,Afternoon,Yes,Stray,Normal,Female,Fixed,2,5/16/2013,Transfer,No,0,1,1
A740306,58,Dog,No,Yes,Multi,12/14/2016,Wednesday,December,Afternoon,Yes,Stray,Normal,Male,Intact,1,12/14/2015,Adoption,Yes,0,0,1
A742313,53,Dog,No,Yes,Multi,1/19/2017,Thursday,January,Afternoon,Yes,Stray,Normal,Female,Intact,2,1/19/2015,Transfer,No,0,0,1
A740810,300,Dog,No,No,Multi,12/23/2016,Friday,December,Afternoon,Yes,Public Assist,Normal,Male,Intact,4,12/23/2012,Transfer,No,0,0,0
A755462,6,Dog,No,No,Multi,1/17/2018,Wednesday,January,Afternoon,Yes,Stray,Normal,Female,Fixed,1.95,2/6/2016,Adoption,Yes,1,1,1
A759564,16,Dog,No,No,Multi,10/3/2017,Tuesday,October,Afternoon,Yes,Owner Surrender,Normal,Female,Fixed,4,10/3/2013,Adoption,Yes,0,1,1
A663436,74,Dog,Yes,No,Brown,10/14/2017,Saturday,October,Afternoon,Yes,Stray,Normal,Female,Fixed,6.08,9/18/2011,Adoption,Yes,0,0,1
A717500,813,Dog,No,No,White,12/12/2015,Saturday,December,Afternoon,Yes,Public Assist,Normal,Male,Fixed,2,12/12/2013,Adoption,Yes,0,0,0
A744201,4,Dog,No,Yes,Multi,2/25/2017,Saturday,February,Morning,No,Stray,Normal,Male,Intact,0.17,12/25/2016,Adoption,Yes,1,1,1
A696361,,Dog,No,No,Multi,3/11/2015,Wednesday,March,Afternoon,No,Stray,Normal,Male,Fixed,5.1,2/3/2010,Adoption,Yes,1,1,1
A765356,5,Dog,No,No,Multi,1/21/2018,Sunday,January,Afternoon,Yes,Owner Surrender,Normal,Male,Fixed,7.01,1/18/2011,Adoption,Yes,1,1,1
A753618,,Dog,No,No,Multi,9/10/2017,Sunday,September,Morning,Yes,Public Assist,Normal,Male,Fixed,4.18,7/8/2013,Adoption,Yes,1,1,1
A707987,5,Dog,No,No,Multi,8/20/2015,Thursday,August,Morning,Yes,Public Assist,Normal,Male,Fixed,1.08,7/20/2014,Disposal,No,1,1,1
A708737,,Dog,No,Yes,Beige,11/19/2015,Thursday,November,Morning,Yes,Owner Surrender,Normal,Male,Fixed,2.31,7/30/2013,Adoption,Yes,1,1,1
A686206,241,Dog,No,Yes,Multi,8/20/2014,Wednesday,August,Afternoon,Yes,Stray,Normal,Male,Intact,1.01,8/18/2013,Adoption,Yes,0,0,0
A736358,40,Dog,No,No,Multi,10/9/2016,Sunday,October,Morning,Yes,Owner Surrender,Normal,Female,Fixed,0.5,4/9/2016,Adoption,Yes,0,0,1
A669971,395,Dog,No,No,Multi,12/31/2013,Tuesday,December,Morning,No,Stray,Normal,Female,Intact,2,12/31/2011,Adoption,Yes,0,0,0
A724268,,Dog,No,No,Multi,7/25/2016,Monday,July,Afternoon,No,Owner Surrender,Normal,Female,Fixed,2.77,10/17/2013,Adoption,Yes,1,1,1
A700795,11,Dog,No,Yes,Multi,9/23/2016,Friday,September,Morning,Yes,Public Assist,Normal,Male,Fixed,1.68,1/19/2015,Euthanasia,No,1,1,1
A681769,146,Dog,No,Yes,White,6/20/2014,Friday,June,Morning,Yes,Stray,Normal,Female,Intact,6,6/20/2008,Adoption,Yes,0,0,0
A715347,7,Dog,Yes,Yes,Multi,11/4/2015,Wednesday,November,Morning,Yes,Stray,Injured,Male,Intact,0.92,12/4/2014,Adoption,Yes,1,1,1
A713437,8,Dog,No,No,Multi,10/21/2015,Wednesday,October,Morning,Yes,Owner Surrender,Normal,Female,Fixed,1.04,10/6/2014,Adoption,Yes,1,1,1
A747235,20,Dog,No,No,Black,11/21/2017,Tuesday,November,Afternoon,Yes,Stray,Normal,Male,Intact,5.6,4/17/2012,Adoption,Yes,0,1,1
A664948,,Dog,No,No,Multi,11/2/2014,Sunday,November,Afternoon,Yes,Public Assist,Normal,Female,Fixed,4.05,10/15/2010,Transfer,No,1,1,1
A696932,,Dog,No,No,Multi,5/1/2015,Friday,May,Morning,Yes,Owner Surrender,Normal,Female,Fixed,0.8,7/14/2014,Adoption,Yes,1,1,1
A670868,0,Dog,No,Yes,Multi,7/24/2016,Sunday,July,Afternoon,No,Owner Surrender,Normal,Female,Fixed,4.53,1/15/2012,Adoption,Yes,1,1,1
A664378,1,Dog,Yes,No,Brown,2/18/2017,Saturday,February,Morning,No,Owner Surrender,Normal,Male,Fixed,10.39,10/2/2006,Adoption,Yes,1,1,1
A682782,108,Dog,No,No,Black,7/2/2014,Wednesday,July,Afternoon,Yes,Public Assist,Normal,Female,Intact,0.17,5/2/2014,Adoption,Yes,0,0,0
A729644,4,Dog,No,No,Brown,6/21/2016,Tuesday,June,Afternoon,Yes,Stray,Normal,Male,Intact,0.84,8/21/2015,Adoption,Yes,1,1,1
A702674,93,Dog,No,No,Multi,2/27/2016,Saturday,February,Afternoon,Yes,Stray,Normal,Male,Fixed,0.95,3/16/2015,Adoption,Yes,0,0,0
A720824,,Dog,No,Yes,Beige,3/9/2017,Thursday,March,Afternoon,Yes,Owner Surrender,Normal,Male,Fixed,3.06,2/15/2014,Transfer,No,1,1,1
A704502,265,Dog,Yes,No,Multi,6/5/2015,Friday,June,Afternoon,Yes,Stray,Normal,Male,Intact,1,6/5/2014,Adoption,Yes,0,0,0
A692835,139,Dog,No,No,Multi,11/26/2014,Wednesday,November,Morning,Yes,Public Assist,Normal,Female,Intact,2,11/26/2012,Adoption,Yes,0,0,0
A693266,470,Dog,No,Yes,Multi,2/7/2015,Saturday,February,Afternoon,Yes,Owner Surrender,Normal,Female,Fixed,0.18,12/5/2014,Adoption,Yes,0,0,0
A688742,5,Dog,No,No,Multi,9/23/2014,Tuesday,September,Morning,Yes,Owner Surrender,Normal,Male,Intact,0.25,6/24/2014,Adoption,Yes,1,1,1
A698771,7,Dog,No,No,Multi,3/17/2015,Tuesday,March,Afternoon,Yes,Stray,Normal,Female,Intact,0.25,12/17/2014,Adoption,Yes,1,1,1
A713588,101,Dog,No,No,Multi,11/12/2015,Thursday,November,Morning,Yes,Owner Surrender,Normal,Male,Fixed,8.37,7/3/2007,Adoption,Yes,0,0,0
A765204,54,Dog,No,No,Multi,1/15/2018,Monday,January,Morning,Yes,Owner Surrender,Normal,Female,Fixed,2,1/15/2016,Adoption,Yes,0,0,1
A751749,1,Dog,No,No,Multi,9/9/2014,Tuesday,September,Morning,Yes,Owner Surrender,Normal,Male,Fixed,,12/12/2014,Adoption,Yes,1,1,1
A708391,,Dog,No,Yes,Multi,8/7/2015,Friday,August,Morning,No,Owner Surrender,Normal,Female,Fixed,4.03,7/27/2011,Adoption,Yes,1,1,1
A766556,18,Dog,No,No,Multi,2/21/2018,Wednesday,February,Afternoon,Yes,Owner Surrender,Normal,Male,Fixed,2.03,2/11/2016,Adoption,Yes,0,1,1
A700287,9,Dog,Yes,No,Multi,4/11/2015,Saturday,April,Morning,Yes,Owner Surrender,Normal,Male,Intact,0.75,7/11/2014,Adoption,Yes,1,1,1
A745214,239,Dog,No,Yes,Multi,3/14/2017,Tuesday,March,Afternoon,Yes,Stray,Normal,Female,Intact,0.19,1/5/2017,Adoption,Yes,0,0,0
A682358,16,Dog,No,No,Multi,9/21/2014,Sunday,September,Morning,Yes,Owner Surrender,Normal,Female,Fixed,1.24,6/26/2013,Transfer,No,0,1,1
A695455,18,Dog,Yes,Yes,White,1/16/2015,Friday,January,Morning,Yes,Public Assist,Injured,Male,Fixed,2,1/16/2013,Adoption,Yes,0,1,1
A681920,,Dog,No,Yes,Multi,4/7/2015,Tuesday,April,Afternoon,Yes,Stray,Normal,Male,Fixed,1.21,1/21/2014,Transfer,No,1,1,1
A732147,41,Dog,No,No,Black,11/9/2017,Thursday,November,Afternoon,Yes,Stray,Normal,Male,Fixed,7.27,8/3/2010,Adoption,Yes,0,0,1
A718203,14,Dog,No,No,Black,12/23/2015,Wednesday,December,Afternoon,Yes,Stray,Normal,Female,Fixed,2,12/23/2013,Adoption,Yes,1,1,1
A668123,5,Dog,No,No,Multi,11/27/2013,Wednesday,November,Afternoon,No,Stray,Normal,Female,Intact,0.17,9/27/2013,Adoption,Yes,1,1,1
A695328,32,Dog,No,No,Multi,1/13/2015,Tuesday,January,Afternoon,Yes,Stray,Normal,Male,Intact,1,1/13/2014,Adoption,Yes,0,0,1
A504009,194,Dog,No,No,Multi,5/24/2014,Saturday,May,Morning,Yes,Stray,Normal,Male,Fixed,7.19,3/19/2007,Transfer,No,0,0,0
A732618,32,Dog,No,Yes,Multi,4/25/2017,Tuesday,April,Afternoon,Yes,Owner Surrender,Normal,Female,Fixed,2.71,8/10/2014,Adoption,Yes,0,0,1
A742423,,Dog,No,No,Multi,10/31/2017,Tuesday,October,Afternoon,Yes,Owner Surrender,Normal,Male,Fixed,0.88,12/15/2016,Adoption,Yes,1,1,1
A663422,710,Dog,No,Yes,Multi,11/22/2013,Friday,November,Morning,No,Stray,Normal,Male,Fixed,2.18,9/18/2011,Transfer,No,0,0,0
A694195,,Dog,No,No,Multi,4/6/2015,Monday,April,Afternoon,Yes,Owner Surrender,Normal,Male,Fixed,1.04,3/22/2014,Adoption,Yes,1,1,1
A732594,145,Dog,No,No,Multi,8/10/2016,Wednesday,August,Morning,Yes,Stray,Normal,Female,Intact,2,8/10/2014,Adoption,Yes,0,0,0
A735515,,Dog,No,No,Multi,9/10/2017,Sunday,September,Afternoon,Yes,Stray,Normal,Female,Fixed,2.96,9/24/2014,Adoption,Yes,1,1,1
A752217,6,Dog,Yes,Yes,Brown,6/19/2017,Monday,June,Afternoon,Yes,Stray,Normal,Female,Intact,0.5,12/19/2016,Adoption,Yes,1,1,1
A706536,345,Dog,Yes,No,Multi,12/20/2015,Sunday,December,Afternoon,Yes,Public Assist,Normal,Male,Fixed,5.48,6/30/2010,Transfer,No,0,0,0
A719428,6,Dog,No,No,Multi,1/28/2018,Sunday,January,Afternoon,Yes,Stray,Normal,Female,Intact,5.03,1/19/2013,Transfer,No,1,1,1
A679873,,Dog,No,No,Beige,11/3/2017,Friday,November,Morning,No,Stray,Normal,Female,Fixed,4.44,5/27/2013,Transfer,No,1,1,1
A705337,228,Dog,No,Yes,Multi,6/16/2015,Tuesday,June,Morning,No,Stray,Normal,Female,Intact,2,6/16/2013,Adoption,Yes,0,0,0
A748659,130,Dog,No,No,Multi,5/5/2017,Friday,May,Morning,Yes,Stray,Normal,Female,Intact,1,5/5/2016,Adoption,Yes,0,0,0
A743775,10,Dog,No,No,Multi,2/16/2017,Thursday,February,Afternoon,No,Owner Surrender,Normal,Female,Intact,1,2/16/2016,Adoption,Yes,1,1,1
A758365,61,Dog,No,No,Multi,9/15/2017,Friday,September,Morning,Yes,Stray,Normal,Male,Intact,2,9/15/2015,Adoption,Yes,0,0,1
A716753,77,Dog,No,No,Multi,6/12/2016,Sunday,June,Afternoon,Yes,Owner Surrender,Normal,Male,Fixed,2.55,11/24/2013,Adoption,Yes,0,0,1
A692033,309,Dog,No,No,Multi,11/13/2014,Thursday,November,Afternoon,Yes,Stray,Normal,Male,Intact,2.74,2/17/2012,Euthanasia,No,0,0,0
A666522,58,Dog,No,Yes,Blue,11/2/2013,Saturday,November,Afternoon,Yes,Stray,Normal,Female,Intact,2,11/2/2011,Euthanasia,No,0,0,1
A719288,1,Dog,No,No,Multi,1/30/2016,Saturday,January,Afternoon,Yes,Owner Surrender,Normal,Male,Fixed,0.24,11/2/2015,Transfer,No,1,1,1
A731201,38,Dog,No,Yes,Multi,10/20/2016,Thursday,October,Morning,No,Owner Surrender,Normal,Male,Intact,1.26,7/18/2015,Adoption,Yes,0,0,1
A720304,10,Dog,No,Yes,Multi,12/26/2016,Monday,December,Afternoon,Yes,Stray,Normal,Male,Intact,11.41,8/1/2005,Adoption,Yes,1,1,1
A691246,,Dog,No,Yes,Multi,1/7/2017,Saturday,January,Morning,Yes,Owner Surrender,Normal,Male,Fixed,3.27,10/1/2013,Adoption,Yes,1,1,1
A739197,,Dog,No,No,Multi,5/11/2017,Thursday,May,Morning,No,Owner Surrender,Normal,Female,Fixed,1.45,11/29/2015,Adoption,Yes,1,1,1
A681179,90,Dog,No,No,Multi,8/10/2015,Monday,August,Afternoon,Yes,Owner Surrender,Normal,Male,Fixed,1.28,4/28/2014,Transfer,No,0,0,1
A670662,15,Dog,No,No,Brown,10/29/2014,Wednesday,October,Afternoon,Yes,Public Assist,Normal,Female,Fixed,2.8,1/11/2012,Transfer,No,0,1,1
A722825,,Dog,No,No,Multi,8/9/2016,Tuesday,August,Afternoon,Yes,Owner Surrender,Normal,Female,Fixed,1.22,5/22/2015,Adoption,Yes,1,1,1
A731659,74,Dog,No,Yes,Multi,7/25/2016,Monday,July,Afternoon,Yes,Owner Surrender,Normal,Male,Fixed,1.08,6/25/2015,Adoption,Yes,0,0,1
A733376,,Dog,No,No,Multi,9/10/2016,Saturday,September,Afternoon,Yes,Owner Surrender,Normal,Male,Fixed,9.02,9/4/2007,Adoption,Yes,1,1,1
A674489,51,Dog,No,Yes,Multi,5/6/2014,Tuesday,May,Morning,Yes,Owner Surrender,Normal,Female,Intact,2.65,9/13/2011,Euthanasia,No,0,0,1
A714493,213,Dog,No,No,Brown,12/2/2016,Friday,December,Afternoon,Yes,Stray,Aged,Female,Fixed,8.92,1/4/2008,Adoption,Yes,0,0,0
A712071,76,Dog,No,No,Multi,9/16/2015,Wednesday,September,Afternoon,Yes,Stray,Normal,Male,Intact,3,9/16/2012,Adoption,Yes,0,0,1
A723641,13,Dog,No,No,Black,4/4/2016,Monday,April,Afternoon,Yes,Stray,Normal,Male,Intact,2,4/4/2014,Transfer,No,1,1,1
A684958,4,Dog,No,No,Multi,7/30/2014,Wednesday,July,Afternoon,No,Stray,Normal,Female,Intact,0.17,5/30/2014,Adoption,Yes,1,1,1
A743546,43,Dog,No,No,Multi,2/27/2017,Monday,February,Morning,Yes,Owner Surrender,Normal,Male,Fixed,9.55,8/14/2007,Adoption,Yes,0,0,1
A732586,13,Dog,No,Yes,Multi,9/17/2016,Saturday,September,Morning,Yes,Owner Surrender,Normal,Female,Fixed,2.11,8/10/2014,Adoption,Yes,1,1,1
A719857,114,Dog,No,Yes,Multi,7/4/2016,Monday,July,Morning,Yes,Stray,Normal,Female,Intact,1.43,1/29/2015,Adoption,Yes,0,0,0
A696361,,Dog,No,No,Multi,4/26/2015,Sunday,April,Afternoon,Yes,Owner Surrender,Normal,Male,Fixed,5.23,2/3/2010,Adoption,Yes,1,1,1
A717111,,Dog,No,Yes,White,8/4/2016,Thursday,August,Afternoon,Yes,Owner Surrender,Normal,Female,Fixed,1.67,12/2/2014,Adoption,Yes,1,1,1
A696731,7,Dog,No,Yes,Beige,2/10/2015,Tuesday,February,Afternoon,Yes,Stray,Normal,Male,Intact,2,2/10/2013,Adoption,Yes,1,1,1
A665172,24,Dog,No,No,Yellow,11/6/2013,Wednesday,November,Morning,Yes,Owner Surrender,Normal,Female,Fixed,1.06,10/14/2012,Adoption,Yes,0,1,1
A682813,1,Dog,No,No,Multi,7/3/2014,Thursday,July,Afternoon,No,Public Assist,Aged,Female,Fixed,10.5,1/3/2004,Adoption,Yes,1,1,1
A734385,0,Dog,No,Yes,Brown,1/28/2017,Saturday,January,Afternoon,Yes,Stray,Normal,Male,Fixed,3.4,9/5/2013,Adoption,Yes,1,1,1
A730961,8,Dog,No,No,Multi,8/18/2016,Thursday,August,Morning,Yes,Stray,Normal,Male,Intact,0.92,9/16/2015,Adoption,Yes,1,1,1
A732625,44,Dog,No,Yes,Beige,8/10/2016,Wednesday,August,Afternoon,No,Stray,Normal,Male,Intact,2,8/10/2014,Euthanasia,No,0,0,1
A670608,5,Dog,No,No,Multi,1/11/2014,Saturday,January,Morning,Yes,Stray,Normal,Male,Fixed,7.99,1/15/2006,Adoption,Yes,1,1,1
A701403,,Dog,No,Yes,Beige,5/15/2015,Friday,May,Morning,Yes,Owner Surrender,Normal,Male,Fixed,1.05,4/28/2014,Adoption,Yes,1,1,1
A669146,182,Dog,No,Yes,White,12/15/2013,Sunday,December,Afternoon,Yes,Stray,Injured,Female,Intact,1,12/15/2012,Adoption,Yes,0,0,0
A739312,2,Dog,No,No,Multi,12/15/2016,Thursday,December,Afternoon,Yes,Owner Surrender,Normal,Male,Fixed,2.04,11/30/2014,Adoption,Yes,1,1,1
A688790,6,Dog,No,No,Multi,10/22/2014,Wednesday,October,Afternoon,Yes,Owner Surrender,Normal,Male,Fixed,0.54,4/9/2014,Adoption,Yes,1,1,1
A695521,,Dog,No,No,Brown,5/12/2017,Friday,May,Afternoon,Yes,Stray,Normal,Male,Fixed,11.32,1/17/2006,Adoption,Yes,1,1,1
A709918,4,Dog,No,No,Multi,8/14/2015,Friday,August,Afternoon,Yes,Stray,Normal,Female,Intact,0.5,2/14/2015,Adoption,Yes,1,1,1
A755154,13,Dog,No,No,Multi,9/3/2017,Sunday,September,Afternoon,Yes,Stray,Normal,Female,Fixed,2.1,7/29/2015,Adoption,Yes,1,1,1
A672468,127,Dog,No,No,Multi,2/10/2014,Monday,February,Afternoon,Yes,Stray,Normal,Male,Intact,1,2/10/2013,Adoption,Yes,0,0,0
A735228,99,Dog,No,Yes,Multi,9/21/2016,Wednesday,September,Morning,Yes,Public Assist,Normal,Male,Intact,6.01,9/21/2010,Transfer,No,0,0,0
A692221,76,Dog,No,Yes,Multi,10/14/2015,Wednesday,October,Afternoon,No,Owner Surrender,Normal,Male,Fixed,1.91,11/16/2013,Adoption,Yes,0,0,1
A618657,,Dog,No,Yes,Multi,5/23/2015,Saturday,May,Afternoon,Yes,Stray,Normal,Male,Fixed,7.35,1/17/2008,Adoption,Yes,1,1,1
A728522,91,Dog,No,No,Multi,10/18/2016,Tuesday,October,Afternoon,No,Owner Surrender,Normal,Female,Fixed,2.37,6/5/2014,Adoption,Yes,0,0,1
A731878,5,Dog,No,Yes,Multi,8/6/2016,Saturday,August,Morning,Yes,Owner Surrender,Normal,Male,Fixed,2.03,7/28/2014,Adoption,Yes,1,1,1
A717108,,Dog,No,No,Multi,12/17/2015,Thursday,December,Afternoon,Yes,Owner Surrender,Normal,Female,Fixed,7.04,12/3/2008,Adoption,Yes,1,1,1
A613650,,Dog,No,Yes,Multi,1/22/2016,Friday,January,Afternoon,Yes,Owner Surrender,Normal,Female,Fixed,6.21,11/7/2009,Adoption,Yes,1,1,1
A715376,16,Dog,Yes,Yes,Multi,3/4/2016,Friday,March,Afternoon,Yes,Stray,Normal,Male,Fixed,2.83,5/5/2013,Adoption,Yes,0,1,1
A764269,,Dog,No,No,Black,1/2/2018,Tuesday,January,Afternoon,No,Owner Surrender,Normal,Male,Fixed,1.02,12/26/2016,Adoption,Yes,1,1,1
A715704,19,Dog,No,No,Multi,11/8/2015,Sunday,November,Afternoon,No,Stray,Normal,Male,Intact,2,11/8/2013,Adoption,Yes,0,1,1
A705723,399,Dog,No,No,Multi,6/20/2015,Saturday,June,Afternoon,Yes,Stray,Normal,Female,Intact,2,6/20/2013,Adoption,Yes,0,0,0
